"","Rank","Time","Wind","Name","Country","Birthdate","City","Date","CityDate"
"324",293,10.91,"+0.6","Kelly-Ann Baptiste","TTO","14.10.86","Saint-Denis","08.07.2011","Saint-Denis 08.07.2011"
"782",722,10.99,"+0.2","Kerron Stewart","JAM","16.04.84","Saint-Denis","17.07.2009","Saint-Denis 17.07.2009"
"1715",1696,11.08,"-1.5","Merlene Ottey","JAM","10.05.60","Saint-Denis","22.06.1990","Saint-Denis 22.06.1990"
"1918",1853,11.09,"-0.4","Zhanna Block","UKR","06.07.72","Saint-Denis","23.06.2000","Saint-Denis 23.06.2000"
"692",661,10.98,"0.0","Chandra Sturrup","BAH","12.09.71","Saint-Denis","23.08.2003","Saint-Denis 23.08.2003"
"397",377,10.93,"+0.9","Torri Edwards","USA","31.01.77","Saint-Denis","24.08.2003","Saint-Denis 24.08.2003"
"1335",1292,11.05,"+0.2","Christine Arron","FRA","13.09.73","Sainte Anne","20.05.2004","Sainte Anne 20.05.2004"
"1781",1696,11.08,"+1.0","Cydonie Mothersille","CAY","19.03.78","Salamanca","05.07.2006","Salamanca 05.07.2006"
"60",60,10.8,"+1.6","Merlene Ottey","JAM","10.05.60","Salamanca","13.07.1992","Salamanca 13.07.1992"
"593",592,10.97,"-1.0","Evelyn Ashford","USA","15.04.57","San Diego","08.03.1982","San Diego 08.03.1982"
"232",231,10.89,"-0.1","Florence Griffith-Joyner","USA","21.12.59","San Diego","25.06.1988","San Diego 25.06.1988"
"973",888,11.01,"+1.4","Samantha Henry-Robinson","JAM","25.09.88","San Jos&eacute;","07.08.2015","San Jos&eacute; 07.08.2015"
"893",888,11.01,"+1.8","Alice Brown","USA","20.09.60","San Jos&eacute;","25.06.1987","San Jos&eacute; 25.06.1987"
"894",888,11.01,"+0.7","Alice Brown","USA","20.09.60","San Jos&eacute;","27.06.1987","San Jos&eacute; 27.06.1987"
"1288",1292,11.05,"+0.9","Evelyn Ashford","USA","15.04.57","San Juan","07.07.1979","San Juan 07.07.1979"
"1538",1545,11.07,"+0.8","Evelyn Ashford","USA","15.04.57","San Juan","08.07.1979","San Juan 08.07.1979"
"1014",986,11.02,"+0.8","Galina Malchugina","RUS","17.12.62","Sankt Peterburg","02.07.1996","Sankt Peterburg 02.07.1996"
"486",476,10.95,"+0.5","Gwen Torrence","USA","12.06.65","Sankt Peterburg","24.07.1994","Sankt Peterburg 24.07.1994"
"1219",1188,11.04,"+1.2","Irina Privalova","RUS","12.11.68","Sankt Peterburg","27.06.1998","Sankt Peterburg 27.06.1998"
"737",722,10.99,"+1.1","Florence Griffith-Joyner","USA","21.12.59","Santa Monica","12.07.1988","Santa Monica 12.07.1988"
"1476",1395,11.06,"+0.1","LaTasha Colander","USA","23.08.76","Santo Domingo","14.05.2005","Santo Domingo 14.05.2005"
"1078",986,11.02,"+0.3","Blessing Okagbare","NGR","10.09.88","Sapele","07.07.2016","Sapele 07.07.2016"
"1298",1292,11.05,"+1.1","Evelyn Ashford","USA","15.04.57","Sapporo","26.08.1989","Sapporo 26.08.1989"
"994",986,11.02,"+1.3","Anelia Nuneva","BUL","30.06.62","Schwechat","15.06.1988","Schwechat 15.06.1988"
"1472",1395,11.06,"+0.6","Ivet Lalova-Collio","BUL","18.05.84","Schwechat","30.05.2004","Schwechat 30.05.2004"
"1832",1696,11.08,"+1.3","Hannah Cunliffe","USA","09.01.96","Seattle","14.05.2016","Seattle 14.05.2016"
"1833",1696,11.08,"0.0","Hannah Cunliffe","USA","09.01.96","Seattle","15.05.2016","Seattle 15.05.2016"
"1096",1084,11.03,"0.0","Carlette Guidry","USA","04.09.68","Seattle","24.07.1990","Seattle 24.07.1990"
"1092",1084,11.03,"+1.0","Juliet Cuthbert","JAM","09.04.64","Seoul","24.08.1988","Seoul 24.08.1988"
"3",3,10.62,"+1.0","Florence Griffith-Joyner","USA","21.12.59","Seoul","24.09.1988","Seoul 24.09.1988"
"742",722,10.99,"+0.5","Evelyn Ashford","USA","15.04.57","Seoul","25.09.1988","Seoul 25.09.1988"
"429",423,10.94,"+2.0","Evelyn Ashford","USA","15.04.57","Sestriere","11.08.1988","Sestriere 11.08.1988"
"1097",1084,11.03,"-1.9","Merlene Ottey","JAM","10.05.60","Sestriere","31.07.1991","Sestriere 31.07.1991"
"1709",1696,11.08,"0.0","Merlene Ottey","JAM","10.05.60","Sevilla","01.06.1988","Sevilla 01.06.1988"
"31",29,10.76,"+0.3","Marion Jones","USA","12.10.75","Sevilla","21.08.1999","Sevilla 21.08.1999"
"8",7,10.7,"-0.1","Marion Jones","USA","12.10.75","Sevilla","22.08.1999","Sevilla 22.08.1999"
"1400",1395,11.06,"+0.4","Merlene Ottey","JAM","10.05.60","Sevilla","24.05.1986","Sevilla 24.05.1986"
"39",38,10.78,"+1.7","Merlene Ottey","JAM","10.05.60","Sevilla","30.05.1990","Sevilla 30.05.1990"
"360",333,10.92,"+1.2","Veronica Campbell-Brown","JAM","16.05.82","Shanghai","15.05.2011","Shanghai 15.05.2011"
"712",661,10.98,"+0.9","Blessing Okagbare","NGR","10.09.88","Shanghai","17.05.2015","Shanghai 17.05.2015"
"1039",986,11.02,"+1.1","Chandra Sturrup","BAH","12.09.71","Shanghai","17.09.2005","Shanghai 17.09.2005"
"268",258,10.9,"+0.6","Li Xuemei","CHN","05.01.77","Shanghai","17.10.1997","Shanghai 17.10.1997"
"53",51,10.79,"0.0","Li Xuemei","CHN","05.01.77","Shanghai","18.10.1997","Shanghai 18.10.1997"
"940",888,11.01,"0.0","Veronica Campbell-Brown","JAM","16.05.82","Shanghai","20.09.2008","Shanghai 20.09.2008"
"4",4,10.64,"+1.2","Carmelita Jeter","USA","24.11.79","Shanghai","20.09.2009","Shanghai 20.09.2009"
"1968",1853,11.09,"-0.1","Carmelita Jeter","USA","24.11.79","Shanghai","23.05.2010","Shanghai 23.05.2010"
"273",258,10.9,"-0.7","Veronica Campbell-Brown","JAM","16.05.82","Shanghai","28.09.2007","Shanghai 28.09.2007"
"1926",1853,11.09,"-0.7","Tayna Lawrence","JAM","17.09.75","Sheffield","30.06.2002","Sheffield 30.06.2002"
"1364",1292,11.05,"+0.5","Carrie Russel","JAM","18.10.90","Shenzhen","17.08.2011","Shenzhen 17.08.2011"
"713",661,10.98,"+2.0","Candace Hill","USA","11.02.99","Shoreline","20.06.2015","Shoreline 20.06.2015"
"572",525,10.96,"+0.8","Ivet Lalova-Collio","BUL","18.05.84","Sliven","02.07.2011","Sliven 02.07.2011"
"1701",1696,11.08,"0.0","Marina Molokova","RUS","24.08.62","Sochi","16.05.1987","Sochi 16.05.1987"
"142",141,10.85,"+2.0","Anelia Nuneva","BUL","30.06.62","Sofia","02.09.1988","Sofia 02.09.1988"
"1845",1853,11.09,"+1.7","Nadezhda Georgieva","BUL","02.09.61","Sofia","04.06.1983","Sofia 04.06.1983"
"1625",1545,11.07,"-2.1","Tezdzhan Naimova","BUL","01.05.87","Sofia","04.07.2007","Sofia 04.07.2007"
"1938",1853,11.09,"-0.3","Ivet Lalova-Collio","BUL","18.05.84","Sofia","07.06.2005","Sofia 07.06.2005"
"261",258,10.9,"-0.4","Anelia Nuneva","BUL","30.06.62","Sofia","15.08.1987","Sofia 15.08.1987"
"327",293,10.91,"+1.5","Murielle Ahour&eacute;","CIV","23.08.87","Sotteville-l&egrave;s-Rouen","08.07.2013","Sotteville-l&egrave;s-Rouen 08.07.2013"
"503",476,10.95,"+1.6","Christine Arron","FRA","13.09.73","Sotteville-l&egrave;s-Rouen","16.07.2004","Sotteville-l&egrave;s-Rouen 16.07.2004"
"1362",1292,11.05,"+1.4","Kelly-Ann Baptiste","TTO","14.10.86","Split","04.09.2010","Split 04.09.2010"
"1569",1545,11.07,"0.0","Katrin Krabbe","GER","22.11.69","Split","27.08.1990","Split 27.08.1990"
"235",231,10.89,"+1.8","Katrin Krabbe","GER","22.11.69","Split","28.08.1990","Split 28.08.1990"
"299",293,10.91,"+0.2","Anelia Nuneva","BUL","30.06.62","Stara Zagora","01.08.1987","Stara Zagora 01.08.1987"
"898",888,11.01,"+0.5","Anelia Nuneva","BUL","30.06.62","Stara Zagora","20.08.1988","Stara Zagora 20.08.1988"
"899",888,11.01,"-0.4","Anelia Nuneva","BUL","30.06.62","Stara Zagora","28.08.1988","Stara Zagora 28.08.1988"
"670",661,10.98,"-0.3","Merlene Ottey","JAM","10.05.60","Stockholm","03.07.1991","Stockholm 03.07.1991"
"530",525,10.96,"+0.9","Heike Drechsler","GER","16.12.64","Stockholm","05.07.1988","Stockholm 05.07.1988"
"1204",1188,11.04,"+0.5","Gail Devers","USA","19.11.66","Stockholm","05.07.1993","Stockholm 05.07.1993"
"494",476,10.95,"+1.1","Chryste Gaines","USA","14.09.70","Stockholm","05.08.1998","Stockholm 05.08.1998"
"1147",1084,11.03,"-0.5","Me'Lisa Barber","USA","04.10.80","Stockholm","07.08.2007","Stockholm 07.08.2007"
"264",258,10.9,"+1.9","Irina Privalova","RUS","12.11.68","Stockholm","12.07.1994","Stockholm 12.07.1994"
"316",293,10.91,"+0.6","Zhanna Block","UKR","06.07.72","Stockholm","16.07.2002","Stockholm 16.07.2002"
"419",377,10.93,"-0.2","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Stockholm","30.07.2015","Stockholm 30.07.2015"
"248",231,10.89,"-0.2","Sherone Simpson","JAM","12.08.84","Stuttgart","10.09.2006","Stuttgart 10.09.2006"
"1592",1545,11.07,"0.0","Gwen Torrence","USA","12.06.65","Stuttgart","13.07.1997","Stuttgart 13.07.1997"
"454",423,10.94,"+0.3","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Stuttgart","14.09.2008","Stuttgart 14.09.2008"
"606",592,10.97,"+0.2","Mary Onyali","NGR","03.02.68","Stuttgart","15.08.1993","Stuttgart 15.08.1993"
"86",82,10.82,"-0.3","Gail Devers","USA","19.11.66","Stuttgart","16.08.1993","Stuttgart 16.08.1993"
"1838",1853,11.09,"-0.2","Marlies G&ouml;hr","GDR","21.03.58","Stuttgart","22.08.1978","Stuttgart 22.08.1978"
"1402",1395,11.06,"-0.1","Marlies G&ouml;hr","GDR","21.03.58","Stuttgart","26.08.1986","Stuttgart 26.08.1986"
"298",293,10.91,"+0.8","Marlies G&ouml;hr","GDR","21.03.58","Stuttgart","27.08.1986","Stuttgart 27.08.1986"
"766",722,10.99,"+1.0","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Sydney","22.09.2000","Sydney 22.09.2000"
"796",722,10.99,"-1.2","Veronica Campbell-Brown","JAM","16.05.82","Sz&eacute;kesfeh&eacute;rv&aacute;r","07.07.2015","Sz&eacute;kesfeh&eacute;rv&aacute;r 07.07.2015"
"1696",1696,11.08,"+0.8","Silke M&ouml;ller","GER","20.06.64","Tallinn","21.06.1986","Tallinn 21.06.1986"
"897",888,11.01,"+1.9","Sheila Echols","USA","02.10.64","Tampa","17.06.1988","Tampa 17.06.1988"
"1256",1188,11.04,"-2.1","Carmelita Jeter","USA","24.11.79","Tangiers","18.07.2010","Tangiers 18.07.2010"
"6",6,10.67,"-0.1","Carmelita Jeter","USA","24.11.79","Thessalon&iacute;ki","13.09.2009","Thessalon&iacute;ki 13.09.2009"
"1758",1696,11.08,"-0.9","Zhanna Block","UKR","06.07.72","Thessalon&iacute;ki","24.07.2002","Thessalon&iacute;ki 24.07.2002"
"1245",1188,11.04,"-0.6","Veronica Campbell-Brown","JAM","16.05.82","Thessalon&iacute;ki","30.07.2007","Thessalon&iacute;ki 30.07.2007"
"765",722,10.99,"-1.2","Merlene Ottey","JAM","10.05.60","Thessalon&iacute;ki","30.08.2000","Thessalon&iacute;ki 30.08.2000"
"105",98,10.83,"-0.4","Merlene Ottey","JAM","10.05.60","Tokyo","06.09.1997","Tokyo 06.09.1997"
"302",293,10.91,"+1.4","Florence Griffith-Joyner","USA","21.12.59","Tokyo","07.10.1988","Tokyo 07.10.1988"
"597",592,10.97,"-0.8","Marlies G&ouml;hr","GDR","21.03.58","Tokyo","14.09.1984","Tokyo 14.09.1984"
"442",423,10.94,"+0.1","Merlene Ottey","JAM","10.05.60","Tokyo","16.09.1996","Tokyo 16.09.1996"
"594",592,10.97,"+1.5","Marlies G&ouml;hr","GDR","21.03.58","Tokyo","24.09.1982","Tokyo 24.09.1982"
"236",231,10.89,"-0.1","Merlene Ottey","JAM","10.05.60","Tokyo","26.08.1991","Tokyo 26.08.1991"
"433",423,10.94,"-0.1","Katrin Krabbe","GER","22.11.69","Tokyo","27.08.1991","Tokyo 27.08.1991"
"1081",1084,11.03,"+0.3","Marlies G&ouml;hr","GDR","21.03.58","Torino","04.08.1979","Torino 04.08.1979"
"373",333,10.92,"+1.6","Barbara Pierre","USA","28.04.87","Toronto","21.07.2015","Toronto 21.07.2015"
"521",476,10.95,"+0.9","Sherone Simpson","JAM","12.08.84","Toronto","22.07.2015","Toronto 22.07.2015"
"1197",1188,11.04,"+0.6","Laurence Bily","FRA","05.05.63","Tours","13.08.1989","Tours 13.08.1989"
"1931",1853,11.09,"0.0","Christine Arron","FRA","13.09.73","Tr&iacute;kala","24.06.2003","Tr&iacute;kala 24.06.2003"
"1161",1084,11.03,"+0.6","English Gardner","USA","22.04.92","Tucson","14.05.2011","Tucson 14.05.2011"
"1322",1292,11.05,"+2.0","Irina Privalova","RUS","12.11.68","Tula","29.07.1999","Tula 29.07.1999"
"1953",1853,11.09,"+1.1","Yevgeniya Polyakova","RUS","29.05.83","Tula","31.07.2007","Tula 31.07.2007"
"1986",1853,11.09,"-0.5","Verena Sailer","GER","16.10.85","Ulm","06.07.2013","Ulm 06.07.2013"
"269",258,10.9,"-0.8","Marion Jones","USA","12.10.75","Uniondale","19.07.1998","Uniondale 19.07.1998"
"1409",1395,11.06,"+0.5","Merlene Ottey","JAM","10.05.60","Verona","12.09.1989","Verona 12.09.1989"
"1390",1395,11.06,"-0.3","Evelyn Ashford","USA","15.04.57","Viareggio","05.08.1981","Viareggio 05.08.1981"
"1104",1084,11.03,"+1.5","Mary Onyali","NGR","03.02.68","Victoria","23.08.1994","Victoria 23.08.1994"
"52",51,10.79,"+1.7","Merlene Ottey","JAM","10.05.60","Vigo","23.07.1991","Vigo 23.07.1991"
"1200",1188,11.04,"+0.8","Mary Onyali","NGR","03.02.68","Villeneuve d'Ascq","01.07.1991","Villeneuve d'Ascq 01.07.1991"
"538",525,10.96,"+1.4","Gail Devers","USA","19.11.66","Villeneuve d'Ascq","02.07.1993","Villeneuve d'Ascq 02.07.1993"
"822",806,11,"0.0","Irina Privalova","RUS","12.11.68","Villeneuve d'Ascq","08.07.1994","Villeneuve d'Ascq 08.07.1994"
"759",722,10.99,"-0.8","Christine Arron","FRA","13.09.73","Villeneuve d'Ascq","11.07.1998","Villeneuve d'Ascq 11.07.1998"
"1762",1696,11.08,"+0.9","Christine Arron","FRA","13.09.73","Villeneuve d'Ascq","15.06.2003","Villeneuve d'Ascq 15.06.2003"
"1724",1696,11.08,"+2.0","Melanie Paschke","GER","29.06.70","Villeneuve d'Ascq","24.06.1995","Villeneuve d'Ascq 24.06.1995"
"482",476,10.95,"+1.3","Merlene Ottey","JAM","10.05.60","Villeneuve d'Ascq","25.06.1989","Villeneuve d'Ascq 25.06.1989"
"1876",1853,11.09,"+1.0","Mary Onyali","NGR","03.02.68","Villeneuve d'Ascq","29.06.1990","Villeneuve d'Ascq 29.06.1990"
"1016",986,11.02,"+0.2","Gail Devers","USA","19.11.66","Villeneuve d'Ascq","29.06.1997","Villeneuve d'Ascq 29.06.1997"
"1946",1853,11.09,"+1.4","Marshevet Hooker","USA","25.09.84","Waco","14.05.2006","Waco 14.05.2006"
"1310",1292,11.05,"+0.5","Beverly McDonald","JAM","15.02.70","Waco","19.04.1998","Waco 19.04.1998"
"788",722,10.99,"-0.1","Carmelita Jeter","USA","24.11.79","Walnut","16.04.2011","Walnut 16.04.2011"
"592",592,10.97,"+0.9","Evelyn Ashford","USA","15.04.57","Walnut","16.06.1979","Walnut 16.06.1979"
"483",476,10.95,"+1.2","Gail Devers","USA","19.11.66","Walnut","18.04.1992","Walnut 18.04.1992"
"569",525,10.96,"+0.9","Carmelita Jeter","USA","24.11.79","Walnut","18.04.2009","Walnut 18.04.2009"
"370",333,10.92,"+1.4","Jenna Prandini","USA","20.11.92","Walnut","18.04.2015","Walnut 18.04.2015"
"1235",1188,11.04,"+0.8","Muna Lee","USA","30.10.81","Walnut","19.04.2003","Walnut 19.04.2003"
"865",806,11,"+1.8","English Gardner","USA","22.04.92","Walnut","20.04.2013","Walnut 20.04.2013"
"1464",1395,11.06,"+0.6","Angela Williams","USA","30.01.80","Walnut","21.04.2002","Walnut 21.04.2002"
"888",888,11.01,"0.0","Merlene Ottey","JAM","10.05.60","Walnut","25.07.1984","Walnut 25.07.1984"
"334",333,10.92,"+1.0","Merlene Ottey","JAM","10.05.60","Walnut","28.04.1985","Walnut 28.04.1985"
"188",187,10.87,"+1.1","Merlene Ottey","JAM","10.05.60","Walnut","31.05.1987","Walnut 31.05.1987"
"960",888,11.01,"+1.2","Carrie Russel","JAM","18.10.90","Warszawa","25.08.2013","Warszawa 25.08.2013"
"1060",986,11.02,"+1.1","Verena Sailer","GER","16.10.85","Weinheim","02.08.2013","Weinheim 02.08.2013"
"1372",1292,11.05,"+1.4","Verena Sailer","GER","16.10.85","Weinheim","27.07.2012","Weinheim 27.07.2012"
"378",377,10.93,"+0.1","Evelyn Ashford","USA","15.04.57","Westwood","07.08.1982","Westwood 07.08.1982"
"722",722,10.99,"0.0","Evelyn Ashford","USA","15.04.57","Westwood","10.05.1981","Westwood 10.05.1981"
"732",722,10.99,"+1.3","Valerie Brisco","USA","06.07.60","Westwood","17.05.1986","Westwood 17.05.1986"
"1293",1292,11.05,"-0.3","Gail Devers","USA","19.11.66","Westwood","22.05.1988","Westwood 22.05.1988"
"1804",1696,11.08,"+1.2","Oleysa Povh","UKR","18.10.87","Yalta","04.06.2012","Yalta 04.06.2012"
"1514",1395,11.06,"+1.1","Mariya Ryemyen","UKR","02.08.87","Yalta","05.06.2013","Yalta 05.06.2013"
"1232",1188,11.04,"-0.3","Susanthika Jayasinghe","SRI","17.12.75","Yokohama","09.09.2000","Yokohama 09.09.2000"
"1343",1292,11.05,"+0.7","Allyson Felix","USA","18.11.85","Yokohama","19.09.2005","Yokohama 19.09.2005"
"1284",1188,11.04,"-0.1","Christania Williams","JAM","17.10.94","Z&uuml;rich","01.09.2016","Z&uuml;rich 01.09.2016"
"420",377,10.93,"-1.4","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Z&uuml;rich","03.09.2015","Z&uuml;rich 03.09.2015"
"389",377,10.93,"-0.9","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","04.08.1993","Z&uuml;rich 04.08.1993"
"1475",1395,11.06,"-0.7","Christine Arron","FRA","13.09.73","Z&uuml;rich","06.08.2004","Z&uuml;rich 06.08.2004"
"191",187,10.87,"-1.0","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","07.08.1991","Z&uuml;rich 07.08.1991"
"499",476,10.95,"-1.2","Marion Jones","USA","12.10.75","Z&uuml;rich","11.08.2000","Z&uuml;rich 11.08.2000"
"35",34,10.77,"-0.9","Marion Jones","USA","12.10.75","Z&uuml;rich","12.08.1998","Z&uuml;rich 12.08.1998"
"1174",1084,11.03,"-0.4","Myriam Soumar&eacute;","FRA","29.10.86","Z&uuml;rich","12.08.2014","Z&uuml;rich 12.08.2014"
"478",476,10.95,"-0.1","Evelyn Ashford","USA","15.04.57","Z&uuml;rich","13.08.1986","Z&uuml;rich 13.08.1986"
"551",525,10.96,"-1.2","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","13.08.1997","Z&uuml;rich 13.08.1997"
"1816",1696,11.08,"+0.6","Dafne Schippers","NED","15.06.92","Z&uuml;rich","13.08.2014","Z&uuml;rich 13.08.2014"
"490",476,10.95,"-0.8","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","14.08.1996","Z&uuml;rich 14.08.1996"
"804",806,11,"-0.7","Evelyn Ashford","USA","15.04.57","Z&uuml;rich","15.08.1979","Z&uuml;rich 15.08.1979"
"387",377,10.93,"-1.2","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","15.08.1990","Z&uuml;rich 15.08.1990"
"247",231,10.89,"-0.1","Chryste Gaines","USA","14.09.70","Z&uuml;rich","15.08.2003","Z&uuml;rich 15.08.2003"
"1567",1545,11.07,"-0.7","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","16.08.1989","Z&uuml;rich 16.08.1989"
"502",476,10.95,"-0.5","Chryste Gaines","USA","14.09.70","Z&uuml;rich","16.08.2002","Z&uuml;rich 16.08.2002"
"1091",1084,11.03,"+0.6","Evelyn Ashford","USA","15.04.57","Z&uuml;rich","17.08.1988","Z&uuml;rich 17.08.1988"
"768",722,10.99,"-1.0","Chandra Sturrup","BAH","12.09.71","Z&uuml;rich","17.08.2001","Z&uuml;rich 17.08.2001"
"1688",1696,11.08,"-1.0","Evelyn Ashford","USA","15.04.57","Z&uuml;rich","18.08.1982","Z&uuml;rich 18.08.1982"
"1951",1853,11.09,"-0.8","Sherone Simpson","JAM","12.08.84","Z&uuml;rich","18.08.2006","Z&uuml;rich 18.08.2006"
"808",806,11,"-1.1","Evelyn Ashford","USA","15.04.57","Z&uuml;rich","19.08.1981","Z&uuml;rich 19.08.1981"
"1191",1188,11.04,"-0.6","Gail Devers","USA","19.11.66","Z&uuml;rich","19.08.1987","Z&uuml;rich 19.08.1987"
"434",423,10.94,"0.0","Gwen Torrence","USA","12.06.65","Z&uuml;rich","19.08.1992","Z&uuml;rich 19.08.1992"
"151",141,10.85,"+0.4","Veronica Campbell-Brown","JAM","16.05.82","Z&uuml;rich","19.08.2005","Z&uuml;rich 19.08.2005"
"252",231,10.89,"0.0","Veronica Campbell-Brown","JAM","16.05.82","Z&uuml;rich","19.08.2010","Z&uuml;rich 19.08.2010"
"890",888,11.01,"-1.4","Valerie Brisco","USA","06.07.60","Z&uuml;rich","21.08.1985","Z&uuml;rich 21.08.1985"
"29",29,10.76,"+1.7","Evelyn Ashford","USA","15.04.57","Z&uuml;rich","22.08.1984","Z&uuml;rich 22.08.1984"
"175",163,10.86,"+0.7","Carmelita Jeter","USA","24.11.79","Z&uuml;rich","28.08.2009","Z&uuml;rich 28.08.2009"
"1272",1188,11.04,"-0.7","Veronica Campbell-Brown","JAM","16.05.82","Z&uuml;rich","28.08.2014","Z&uuml;rich 28.08.2014"
"708",661,10.98,"+0.5","Carrie Russel","JAM","18.10.90","Z&uuml;rich","29.08.2013","Z&uuml;rich 29.08.2013"
"117",98,10.83,"-0.4","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Z&uuml;rich","30.08.2012","Z&uuml;rich 30.08.2012"
"338",333,10.92,"+1.1","Anelia Nuneva","BUL","30.06.62","Zagreb","02.06.1988","Zagreb 02.06.1988"
"871",806,11,"-0.1","Barbara Pierre","USA","28.04.87","Zagreb","03.09.2013","Zagreb 03.09.2013"
"1649",1545,11.07,"-0.6","Carmelita Jeter","USA","24.11.79","Zagreb","04.09.2012","Zagreb 04.09.2012"
"1743",1696,11.08,"-1.2","Sevatheda Fynes","BAH","17.10.74","Zagreb","05.07.1999","Zagreb 05.07.1999"
"1313",1292,11.05,"+0.4","Inger Miller","USA","12.06.72","Zagreb","07.07.1998","Zagreb 07.07.1998"
"859",806,11,"-0.5","Carmelita Jeter","USA","24.11.79","Zagreb","13.09.2011","Zagreb 13.09.2011"
"1861",1853,11.09,"+0.9","Gwen Torrence","USA","12.06.65","Zagreb","14.07.1987","Zagreb 14.07.1987"
